time,CHAIR,YOGIS,CT2CW,CRW2L,CRW2R,FF2MN,MNTRL,MNTRR,DOWND
31.58,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.59,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.6,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.61,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.62,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.63,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.64,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.65,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.66,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.67,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.68,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.69,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.7,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.71,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.72,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.73,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.74,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.75,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.76,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.77,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.78,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.79,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.8,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.81,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.82,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.83,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.84,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.85,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.86,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.87,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.88,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.89,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.9,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.91,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.92,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.93,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.94,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.95,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.96,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.97,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.98,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
31.99,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.01,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.02,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.03,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.04,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.05,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.06,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.07,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.08,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.09,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.1,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.11,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.12,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.13,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.14,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.15,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.16,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.17,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.18,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.19,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.2,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.21,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.22,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.23,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.24,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.25,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.26,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.27,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.28,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.29,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.3,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.31,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.32,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.33,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.34,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.35,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.36,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.37,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.38,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.39,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.4,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.41,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.42,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.43,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.44,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.45,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.46,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.47,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.48,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.49,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.5,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.51,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.52,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.53,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.54,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.55,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.56,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.57,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.58,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.59,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.6,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.61,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.62,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.63,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.64,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.65,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.66,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.67,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.68,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.69,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.7,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.71,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.72,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.73,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.74,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.75,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.76,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.77,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.78,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.79,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.8,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.81,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.82,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.83,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.84,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.85,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.86,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.87,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.88,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.89,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.9,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.91,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.92,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.93,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.94,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.95,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.96,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.97,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.98,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
32.99,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.01,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.02,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.03,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.04,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.05,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.06,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.07,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.08,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.09,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.1,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.11,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.12,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.13,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.14,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.15,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.16,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.17,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.18,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.19,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.2,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.21,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.22,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.23,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.24,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.25,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.26,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.27,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.28,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.29,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.3,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.31,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.32,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.33,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.34,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.35,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.36,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.37,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.38,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.39,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.4,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.41,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.42,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.43,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.44,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.45,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.46,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.47,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.48,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.49,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.5,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.51,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.52,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.53,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.54,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.55,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.56,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.57,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.58,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.59,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.6,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.61,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.62,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.63,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.64,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.65,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.66,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.67,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.68,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.69,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.7,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.71,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.72,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.73,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.74,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.75,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.76,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.77,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.78,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.79,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.8,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.81,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.82,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.83,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.84,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.85,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.86,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.87,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.88,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
33.89,Chair,Yogi Squat,Cow,Left Warrior II,Right Warrior II,Mountain,Tree Left,Tree Right,Downward Dog
